Team,Player,Transaction,Date
 Arizona,Charles Washington (S),Placed DB Charles Washington on IR/Designated for Return list.,12/9/2021
 Buffalo,Bobby Hart (T),Added T Bobby Hart to the practice squad.,12/9/2021
 Buffalo,Greg Stroman (DB),Removed DB Greg Stroman from the practice squad.,12/9/2021
 Cleveland,Jamie Gillan (P),Placed P Jamie Gillan on IR/COVID-19 list.,12/9/2021
 Cleveland,Anthony Walker (LB),Placed LB Anthony Walker on IR/COVID-19 list.,12/9/2021
 Dallas,Noah Brown (WR),Placed WR Noah Brown on IR.,12/9/2021
 Detroit,Darrin Paulo (T),Added T Darrin Paulo to the practice squad.,12/9/2021
 Detroit,Bobby Price (S),Placed DB Bobby Price on IR/COVID-19 list.,12/9/2021
 L.A. Chargers,Scott Quessenberry (C),Placed C Scott Quessenberry on IR/COVID-19 list.,12/9/2021
 L.A. Rams,J.J. Koski (WR),Added WR J.J. Koski to the practice squad.,12/9/2021
 Las Vegas,Trent Sieg (LS),Activated LS Trent Sieg from the IR/COVID-19 list.,12/9/2021
 Las Vegas,Carson Tinker (LS),Waived LS Carson Tinker.,12/9/2021
 Minnesota,Tuf Borland (LB),Activated LB Tuf Borland from the practice squad.,12/9/2021
 Minnesota,Kenny Willekes (DE),Activated DE Kenny Willekes from the practice squad.,12/9/2021
 N.Y. Giants,Travis Toivonen (WR),Added WR Travis Toivonen to the practice squad.,12/9/2021
 N.Y. Jets,Keelan Cole Sr. (WR),Activated WR Keelan Cole Sr. from the IR/COVID-19 list.,12/9/2021
 New Orleans,Ty Montgomery (RB),Placed RB Ty Montgomery on IR/COVID-19 list.,12/9/2021
 New Orleans,Malcolm Roach (DT),Added DT Malcolm Roach to the practice squad.,12/9/2021
 Philadelphia,Mac McCain III (DB),Cut DB Mac McCain III.,12/9/2021
 Pittsburgh,Rashaad Coward (OL),Activated T Rashaad Coward from the practice squad.,12/9/2021
 Pittsburgh,Chaz Green (T),Activated T Chaz Green from the practice squad.,12/9/2021
 San Francisco,Corbin Kaufusi (T),Removed T Corbin Kaufusi from the practice squad.,12/9/2021
 San Francisco,Jarrod Wilson (DB),Added DB Jarrod Wilson to the practice squad.,12/9/2021
 Tennessee,Zach Cunningham (LB),Acquired LB Zach Cunningham off waivers from the Houston Texans.,12/9/2021
 Arizona,Tavien Feaster (RB),Cut RB Tavien Feaster.,12/8/2021
 Atlanta,Parker Hesse (TE),Added TE Parker Hesse to the practice squad.,12/8/2021
 Baltimore,Marlon Humphrey (CB),Placed DB Marlon Humphrey on IR.,12/8/2021
 Baltimore,Kevon Seymour (DB),Activated DB Kevon Seymour from the IR/COVID-19 list.,12/8/2021
 Buffalo,Eli Ankou (DT),Protected DT Eli Ankou.,12/8/2021
 Buffalo,Joe Giles-Harris (LB),Protected LB Joe Giles-Harris.,12/8/2021
 Buffalo,Bobby Hart (T),Cut T Bobby Hart.,12/8/2021
 Buffalo,Nick McCloud (DB),Protected DB Nick McCloud.,12/8/2021
 Buffalo,Josh Thomas (DB),Protected DB Josh Thomas.,12/8/2021
 Chicago,Ben Mason (TE),Added TE Ben Mason to the practice squad.,12/8/2021
 Cincinnati,D'Ante Smith (T),Placed T D'Ante Smith on IR/Designated for Return list.,12/8/2021
 Cincinnati,Trae Waynes (CB),Placed DB Trae Waynes on IR/Designated for Return list.,12/8/2021
 Dallas,Randy Gregory (DE),Placed DE Randy Gregory on IR/Designated for Return list.,12/8/2021
 Dallas,Ito Smith (RB),Added RB Ito Smith to the practice squad.,12/8/2021
 Denver,LeVante Bellamy (RB),Cut RB LeVante Bellamy.,12/8/2021
 Denver,Bryce Callahan (CB),Placed DB Bryce Callahan on IR/Designated for Return list.,12/8/2021
 Detroit,Jashon Cornell (DT),Placed DE Jashon Cornell on IR/Designated for Return list.,12/8/2021
 Green Bay,Jaire Alexander (CB),Placed DB Jaire Alexander on IR/Designated for Return list.,12/8/2021
 Houston,Zach Cunningham (LB),Waived LB Zach Cunningham.,12/8/2021
 Houston,Damon Hazelton (WR),Removed WR Damon Hazelton from the practice squad.,12/8/2021
 Houston,Cre'von LeBlanc (DB),Added DB Cre'von LeBlanc to the practice squad.,12/8/2021
 L.A. Chargers,Chris Harris Jr. (CB),Placed DB Chris Harris Jr. on IR/COVID-19 list.,12/8/2021
 L.A. Chargers,Linval Joseph (DT),Activated DT Linval Joseph from the IR/COVID-19 list.,12/8/2021
 L.A. Chargers,Mike Williams (WR),Placed WR Mike Williams on IR/COVID-19 list.,12/8/2021
 L.A. Rams,J.J. Koski (WR),Cut WR J.J. Koski.,12/8/2021
 L.A. Rams,Mekhi Sargent (RB),Activated RB Mekhi Sargent from the practice squad.,12/8/2021
 Las Vegas,Daniel Carlson (K),"Signed K Daniel Carlson to a four-year, $18.4 million contract extension.",12/8/2021
 Las Vegas,Ha Ha Clinton-Dix (DB),Removed DB Ha Ha Clinton-Dix from the practice squad.,12/8/2021
 Las Vegas,AJ Cole (P),Signed P AJ Cole to a four-year contract extension.,12/8/2021
 Las Vegas,Will Compton (LB),Added LB Will Compton to the practice squad.,12/8/2021
 Las Vegas,Kenyan Drake (RB),Placed RB Kenyan Drake on IR.,12/8/2021
 Las Vegas,Tyree Gillespie (S),Placed DB Tyree Gillespie on IR/Designated for Return list.,12/8/2021
 Las Vegas,Nick Kwiatkoski (LB),Placed LB Nick Kwiatkoski on IR.,12/8/2021
 Las Vegas,Darius Philon (DT),Placed DT Darius Philon on IR/Designated for Return list.,12/8/2021
 Miami,Patrick Laird (RB),Placed RB Patrick Laird on IR.,12/8/2021
 N.Y. Giants,Clayton Thorson (QB),Added QB Clayton Thorson to the practice squad.,12/8/2021
 N.Y. Jets,Elijah Benton (DB),Added DB Elijah Benton to the practice squad.,12/8/2021
 N.Y. Jets,Brandin Echols (CB),Placed DB Brandin Echols on IR/Designated for Return list.,12/8/2021
 N.Y. Jets,Austin Walter (RB),Activated RB Austin Walter from the practice squad.,12/8/2021
 N.Y. Jets,Jarrod Wilson (DB),Cut DB Jarrod Wilson.,12/8/2021
 New Orleans,James Carpenter (G),Added G James Carpenter to the practice squad.,12/8/2021
 New Orleans,C.J. Gardner-Johnson (S),Placed DB C.J. Gardner-Johnson on IR/Designated for Return list.,12/8/2021
 New Orleans,Jerald Hawkins (T),Added T Jerald Hawkins to the practice squad.,12/8/2021
 New Orleans,Mark Ingram II (RB),Placed RB Mark Ingram II on IR/COVID-19 list.,12/8/2021
 New Orleans,Malcolm Roach (DT),Cut DT Malcolm Roach.,12/8/2021
 New Orleans,Kenny Stills (WR),Cut WR Kenny Stills.,12/8/2021
 Philadelphia,Le'Raven Clark (T),Activated T Le'Raven Clark from the practice squad.,12/8/2021
 Philadelphia,Mac McCain III (DB),Waived DB Mac McCain III.,12/8/2021
 Pittsburgh,Drue Chrisman (P),Added P Drue Chrisman to the practice squad.,12/8/2021
 Pittsburgh,Linden Stephens (DB),Removed DB Linden Stephens from the practice squad.,12/8/2021
 Pittsburgh,Rex Sunahara (LS),Added LS Rex Sunahara to the practice squad.,12/8/2021
 Pittsburgh,Tyler Vaughns (WR),Removed WR Tyler Vaughns from the practice squad.,12/8/2021
 San Francisco,Brian Hill (RB),Added RB Brian Hill to the practice squad.,12/8/2021
 San Francisco,Brian Hill (RB),Added RB Brian Hill to the practice squad.,12/8/2021
 San Francisco,Tony Jefferson (DB),Removed DB Tony Jefferson from the practice squad.,12/8/2021
 San Francisco,Tony Jefferson (DB),Removed DB Tony Jefferson from the practice squad.,12/8/2021
 Seattle,Niles Scott (NT),Added NT Niles Scott to the practice squad.,12/8/2021
 Tampa Bay,Richard Sherman (DB),Placed DB Richard Sherman on IR/Designated for Return list.,12/8/2021
 Tennessee,Rodney Clemons (DB),Added DB Rodney Clemons to the practice squad.,12/8/2021
 Tennessee,Rodney Smith Jr. (RB),Removed RB Rodney Smith Jr. from the practice squad.,12/8/2021
 Tennessee,Jordan Wilkins (RB),Added RB Jordan Wilkins to the practice squad.,12/8/2021
 Washington,Montez Sweat (DE),Placed DE Montez Sweat on IR/COVID-19 list.,12/8/2021
 Washington,Logan Thomas (TE),Placed TE Logan Thomas on IR.,12/8/2021
 Washington,Jonathan Williams (RB),Activated RB Jonathan Williams from the practice squad.,12/8/2021
 Arizona,Tavien Feaster (RB),Waived RB Tavien Feaster.,12/7/2021
 Arizona,Nate Hall (LB),Added LB Nate Hall to the practice squad.,12/7/2021
 Arizona,Danny Isidora (G),Protected G Danny Isidora.,12/7/2021
 Arizona,Kevin Peterson (CB),Protected DB Kevin Peterson.,12/7/2021
 Arizona,Eric Smith (T),Protected T Eric Smith.,12/7/2021
 Arizona,Joe Walker (LB),Activated LB Joe Walker from the practice squad.,12/7/2021
 Arizona,Jace Whittaker (DB),Protected DB Jace Whittaker.,12/7/2021
 Atlanta,Cornell Armstrong (DB),Added DB Cornell Armstrong to the practice squad.,12/7/2021
 Atlanta,Dustin Colquitt (P),Cut P Dustin Colquitt.,12/7/2021
 Atlanta,Parker Hesse (TE),Cut TE Parker Hesse.,12/7/2021
 Atlanta,Hayden Hurst (TE),Placed TE Hayden Hurst on IR/Designated for Return.,12/7/2021
 Atlanta,Rick Leonard (T),Removed T Rick Leonard from the practice squad.,12/7/2021
 Atlanta,Chris Williamson (DB),Removed DB Chris Williamson from the practice squad.,12/7/2021
 Baltimore,Nate McCrary (RB),Protected RB Nate McCrary.,12/7/2021
 Baltimore,David Sharpe (T),Protected T David Sharpe.,12/7/2021
 Baltimore,Chris Streveler (QB),Protected QB Chris Streveler.,12/7/2021
 Baltimore,Joe Thomas (LB),Protected LB Joe Thomas.,12/7/2021
 Buffalo,Eli Ankou (DT),Reverted DT Eli Ankou to the practice squad.,12/7/2021
 Buffalo,Tommy Doyle (T),Activated T Tommy Doyle from the IR/COVID-19 list.,12/7/2021
 Buffalo,Joe Giles-Harris (LB),Reverted LB Joe Giles-Harris to the practice squad.,12/7/2021
 Buffalo,Bobby Hart (T),Waived T Bobby Hart.,12/7/2021
 Carolina,Reggie Bonnafon (RB),Protected RB Reggie Bonnafon.,12/7/2021
 Carolina,Spencer Brown (RB),Protected RB Spencer Brown.,12/7/2021
 Carolina,Matt Cole (WR),Removed WR Matt Cole from the practice squad.,12/7/2021
 Carolina,Darryl Johnson (DE),Activated DE Darryl Johnson from IR/Designated for Return list.,12/7/2021
 Carolina,Jacques Patrick (RB),Added RB Jacques Patrick to the practice squad.,12/7/2021
 Carolina,Austen Pleasants (T),Protected T Austen Pleasants.,12/7/2021
 Carolina,Stephen Sullivan (TE),Protected TE Stephen Sullivan.,12/7/2021
 Chicago,Isaiah Coulter (WR),Protected WR Isaiah Coulter.,12/7/2021
 Chicago,Thomas Graham Jr. (DB),Protected DB Thomas Graham Jr..,12/7/2021
 Chicago,Bruce Irvin (LB),Protected LB Bruce Irvin.,12/7/2021
 Chicago,Dazz Newsome (WR),Protected WR Dazz Newsome.,12/7/2021
 Chicago,Rashad Smith (LB),Removed LB Rashad Smith from the practice squad.,12/7/2021
 Cincinnati,Austin Calitro (LB),Protected LB Austin Calitro.,12/7/2021
 Cincinnati,Keaton Sutherland (G),Protected G Keaton Sutherland.,12/7/2021
 Cincinnati,Pooka Williams Jr. (RB),Protected RB Pooka Williams Jr..,12/7/2021
 Cincinnati,Renell Wren (NT),Protected NT Renell Wren.,12/7/2021
 Cleveland,Miller Forristall (TE),Activated TE Miller Forristall from the practice squad.,12/7/2021
 Cleveland,Hjalte Froholdt (G),Protected G Hjalte Froholdt.,12/7/2021
 Cleveland,Tristen Hoge (G),Removed G Tristen Hoge from the practice squad.,12/7/2021
 Cleveland,Charley Hughlett (LS),Activated LS Charley Hughlett from the IR/COVID-19 list.,12/7/2021
 Cleveland,Herb Miller (DB),Protected DB Herb Miller.,12/7/2021
 Cleveland,Nick Mullens (QB),Protected QB Nick Mullens.,12/7/2021
 Cleveland,Chris Naggar (K),Protected K Chris Naggar.,12/7/2021
 Cleveland,David Njoku (TE),Placed TE David Njoku on IR/COVID-19 list.,12/7/2021
 Cleveland,Ross Travis (TE),Added TE Ross Travis to the practice squad.,12/7/2021
 Dallas,Tyler Coyle (DB),Protected DB Tyler Coyle.,12/7/2021
 Dallas,Austin Faoliu (DT),Protected DT Austin Faoliu.,12/7/2021
 Dallas,JaQuan Hardy (RB),Protected RB JaQuan Hardy.,12/7/2021
 Dallas,Blake Jarwin (TE),Activated TE Blake Jarwin from the IR/COVID-19 list.,12/7/2021
 Dallas,Brandon Smith (WR),Protected WR Brandon Smith.,12/7/2021
 Dallas,Terence Steele (T),Activated T Terence Steele from the IR/COVID-19 list.,12/7/2021
 Dallas,T.J. Vasher (WR),Activated WR T.J. Vasher from the IR/COVID-19 list.,12/7/2021
 Denver,Quinn Bailey (T),Protected T Quinn Bailey.,12/7/2021
 Denver,LeVante Bellamy (RB),Waived RB LeVante Bellamy.,12/7/2021
 Denver,Shaun Beyer (TE),Protected TE Shaun Beyer.,12/7/2021
 Denver,Tyrie Cleveland (WR),Added WR Tyrie Cleveland to the practice squad.,12/7/2021
 Denver,Seth Williams (WR),Protected WR Seth Williams.,12/7/2021
 Detroit,Parker Ehinger (G),Protected G Parker Ehinger.,12/7/2021
 Detroit,Bruce Hector (DT),Protected DT Bruce Hector.,12/7/2021
 Detroit,Aldrick Rosas (K),Protected K Aldrick Rosas.,12/7/2021
 Detroit,Shane Zylstra (TE),Protected TE Shane Zylstra.,12/7/2021
 Green Bay,Kurt Benkert (QB),Activated QB Kurt Benkert from the practice squad.,12/7/2021
 Green Bay,Danny Etling (QB),Added QB Danny Etling to the practice squad.,12/7/2021
 Green Bay,LaDarius Hamilton (LB),Protected LB LaDarius Hamilton.,12/7/2021
 Green Bay,RJ McIntosh (DE),Protected DE RJ McIntosh.,12/7/2021
 Green Bay,JJ Molson (K),Protected K JJ Molson.,12/7/2021
 Green Bay,Juwann Winfree (WR),Protected WR Juwann Winfree.,12/7/2021
 Jacksonville,B.J. Emmons (RB),Added RB B.J. Emmons to the practice squad.,12/7/2021
 Jacksonville,Jordan Wilkins (RB),Removed RB Jordan Wilkins from the practice squad.,12/7/2021
 Kansas City,Josh Jackson (DB),Protected DB Josh Jackson.,12/7/2021
 L.A. Chargers,Emeke Egbule (LB),Protected LB Emeke Egbule.,12/7/2021
 L.A. Chargers,KJ Hill Jr. (WR),Protected WR KJ Hill Jr..,12/7/2021
 L.A. Chargers,Jason Moore (WR),Protected WR Jason Moore.,12/7/2021
 L.A. Chargers,Tristan Vizcaino (K),Protected K Tristan Vizcaino.,12/7/2021
 L.A. Rams,J.J. Koski (WR),Waived WR J.J. Koski.,12/7/2021
 Las Vegas,Hroniss Grasu (C),Protected C Hroniss Grasu.,12/7/2021
 Las Vegas,Tyron Johnson (WR),Protected WR Tyron Johnson.,12/7/2021
 Las Vegas,Nathan Peterman (QB),Protected QB Nathan Peterman.,12/7/2021
 Las Vegas,Javin White (LB),Protected LB Javin White.,12/7/2021
 Miami,Cameron Tom (C),Added C Cameron Tom to the practice squad.,12/7/2021
 Minnesota,Myles Dorn (DB),Protected DB Myles Dorn.,12/7/2021
 Minnesota,Patrick Peterson (CB),Activated DB Patrick Peterson from the IR/COVID-19 list.,12/7/2021
 Minnesota,Tye Smith (DB),Protected DB Tye Smith.,12/7/2021
 Minnesota,Kenny Willekes (DE),Protected DE Kenny Willekes.,12/7/2021
 N.Y. Giants,Pharoh Cooper (WR),Protected WR Pharoh Cooper.,12/7/2021
 N.Y. Giants,Brian Lewerke (QB),Protected QB Brian Lewerke.,12/7/2021
 N.Y. Giants,Jarren Williams (DB),Protected DB Jarren Williams.,12/7/2021
 N.Y. Jets,Matt Ammendola (K),Added K Matt Ammendola to the practice squad.,12/7/2021
 N.Y. Jets,Elijah Benton (DB),Removed DB Elijah Benton from the practice squad.,12/7/2021
 N.Y. Jets,Tarik Black (WR),Added WR Tarik Black to the practice squad.,12/7/2021
 N.Y. Jets,Daniel Brown (TE),Protected TE Daniel Brown.,12/7/2021
 N.Y. Jets,Corey Davis (WR),Placed WR Corey Davis on IR.,12/7/2021
 N.Y. Jets,Keelan Doss (WR),Removed WR Keelan Doss from the practice squad.,12/7/2021
 N.Y. Jets,Alex Kessman (K),Cut K Alex Kessman.,12/7/2021
 N.Y. Jets,Vyncint Smith (WR),Protected WR Vyncint Smith.,12/7/2021
 N.Y. Jets,Jarrod Wilson (DB),Waived DB Jarrod Wilson.,12/7/2021
 New England,Sean Davis (DB),Reverted DB Sean Davis to the practice squad.,12/7/2021
 New England,Daniel Ekuale (DT),Reverted DT Daniel Ekuale to the practice squad.,12/7/2021
 New Orleans,Malcolm Roach (DT),Waived DT Malcolm Roach.,12/7/2021
 New Orleans,Kenny Stills (WR),Waived WR Kenny Stills.,12/7/2021
 New Orleans,Kevin White (WR),Added WR Kevin White to the practice squad.,12/7/2021
 Pittsburgh,Daniel Archibong (DT),Protected DT Daniel Archibong.,12/7/2021
 Pittsburgh,Rashaad Coward (T),Protected T Rashaad Coward.,12/7/2021
 Pittsburgh,Chaz Green (T),Protected T Chaz Green.,12/7/2021
 Pittsburgh,Anthony Miller (WR),Protected WR Anthony Miller.,12/7/2021
 Tampa Bay,Jose Borregales (K),Protected K Jose Borregales.,12/7/2021
 Tampa Bay,Darren Fells (TE),Protected TE Darren Fells.,12/7/2021
 Tampa Bay,Garrison Sanborn (LS),Added LS Garrison Sanborn to the practice squad.,12/7/2021
 Tampa Bay,Troy Warner (DB),Protected DB Troy Warner.,12/7/2021
 Tampa Bay,Blidi Wreh-Wilson (DB),Protected DB Blidi Wreh-Wilson.,12/7/2021
 Tennessee,Breon Borders (DB),Protected DB Breon Borders.,12/7/2021
 Tennessee,Kevin Byard (S),Activated DB Kevin Byard from the IR/COVID-19 list.,12/7/2021
 Tennessee,Kevin Hogan (QB),Protected QB Kevin Hogan.,12/7/2021
 Tennessee,Cody Hollister (WR),Protected WR Cody Hollister.,12/7/2021
 Tennessee,John Simon (DE),Cut DE John Simon.,12/7/2021
 Tennessee,Kevin Strong (DT),Protected DT Kevin Strong.,12/7/2021
 Washington,Milo Eifler (LB),Activated LB Milo Eifler from the practice squad.,12/7/2021
 Washington,De'Jon Harris (LB),Protected LB De'Jon Harris.,12/7/2021
 Washington,Khaleke Hudson (LB),Placed LB Khaleke Hudson on IR.,12/7/2021
 Washington,Nolan Laufenberg (G),Protected G Nolan Laufenberg.,12/7/2021
 Washington,David Steinmetz (T),Protected T David Steinmetz.,12/7/2021
 Washington,Jon Toth (C),Protected C Jon Toth.,12/7/2021
 Arizona,Joe Walker (LB),Reverted LB Joe Walker to the practice squad.,12/6/2021
 Arizona,Tahir Whitehead (LB),Reverted LB Tahir Whitehead to the practice squad.,12/6/2021
 Arizona,Jace Whittaker (DB),Reverted DB Jace Whittaker to the practice squad.,12/6/2021
 Atlanta,Dustin Colquitt (P),Waived P Dustin Colquitt.,12/6/2021
 Atlanta,Dustin Colquitt (P),Activated P Dustin Colquitt from the IR/COVID-19 list.,12/6/2021
 Atlanta,Parker Hesse (TE),Waived TE Parker Hesse.,12/6/2021
 Atlanta,Qadree Ollison (RB),Reverted RB Qadree Ollison to the practice squad.,12/6/2021
 Baltimore,Robert Jackson (DB),Reverted DB Robert Jackson to the practice squad.,12/6/2021
 Baltimore,Nate McCrary (RB),Reverted RB Nate McCrary to the practice squad.,12/6/2021
 Baltimore,Cedric Ogbuehi (T),Cut T Cedric Ogbuehi.,12/6/2021
 Buffalo,Eli Ankou (DT),Activated DT Eli Ankou from the practice squad.,12/6/2021
 Buffalo,Joe Giles-Harris (LB),Activated LB Joe Giles-Harris from the practice squad.,12/6/2021
 Buffalo,A.J. Klein (LB),Placed LB A.J. Klein on IR/COVID-19 list.,12/6/2021
 Carolina,Cameron Erving (T),Placed T Cameron Erving on IR/Designated for Return list.,12/6/2021
 Carolina,Trenton Scott (T),Placed T Trenton Scott on IR/COVD-19 list.,12/6/2021
 Chicago,Rodney Adams (WR),Reverted WR Rodney Adams to the practice squad.,12/6/2021
 Chicago,Bruce Irvin (LB),Reverted LB Bruce Irvin to the practice squad.,12/6/2021
 Cincinnati,Keaton Sutherland (G),Reverted G Keaton Sutherland to the practice squad.,12/6/2021
 Cincinnati,Pooka Williams Jr. (RB),Reverted RB Pooka Williams Jr. to the practice squad.,12/6/2021
 Cleveland,Stephen Carlson (TE),Placed TE Stephen Carlson on IR/COVID-19 list.,12/6/2021
 Cleveland,Jacob Phillips (LB),Placed LB Jacob Phillips on IR/Designated for Return list.,12/6/2021
 Dallas,Breeland Speaks (DE),Removed DE Breeland Speaks from the practice squad.,12/6/2021
 Denver,Tyrie Cleveland (WR),Cut WR Tyrie Cleveland.,12/6/2021
 Detroit,Tavante Beckett (LB),Reverted LB Tavante Beckett to the practice squad.,12/6/2021
 Detroit,Evan Brown (C),Placed C Evan Brown on IR/COVID-19 list.,12/6/2021
 Detroit,Bruce Hector (DT),Reverted DT Bruce Hector to the practice squad.,12/6/2021
 Green Bay,Jordan Love (QB),Placed QB Jordan Love on IR/COVID-19 list.,12/6/2021
 Houston,Cre'von LeBlanc (DB),Cut DB Cre'von LeBlanc.,12/6/2021
 Houston,Jaylen Samuels (RB),Reverted RB Jaylen Samuels to the practice squad.,12/6/2021
 Houston,Chris Smith (LB),Reverted LB Chris Smith to the practice squad.,12/6/2021
 Indianapolis,Josh Jones (DB),Cut DB Josh Jones.,12/6/2021
 Indianapolis,Isaiah McKoy (WR),Removed WR Isaiah McKoy from the practice squad.,12/6/2021
